18,58
47,74
70,114
111,70
70,58
60,118
60,101
37,19
91,117
91,112
105,50
111,64
112,66
91,104
70,29
37,37
37,98
20,43
114,91
102,21
91,66
29,8
48,50
114,117
111,22
29,50
12,18
112,101
20,70
106,42
48,46
91,106
91,117
47,32
51,8
112,115
105,45
51,109
105,74
108,25
108,101
51,115
16,22
48,73
70,10
102,61
102,26
48,117
91,26
111,18
48,115
47,43
12,106
112,77
48,16
48,57
111,57
16,53
51,93
111,94
12,77
105,94
105,9
91,18
29,115
20,42
105,16
70,10
18,77
37,50
91,64
102,10
111,112
105,3
16,64
70,21
106,91
18,117
12,26
102,3
48,67
108,9
60,82
106,53
102,67
106,98
22,49
111,10
22,50
114,69
112,101
47,50
91,94
102,66
91,42
12,91
108,112
47,106
12,18
7,46
